Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
1998 BMW series 5,1998,BMW,series 5,7500000,,automatic,250000,Santiago,"Vendo bmw 540i e39, sin detalles, al día, transferible a mi nombre, mantenciones al dia, año 1998 motor 4.4 v8 con 286cv, neumaticos pirelli p zero, neumaticos 275/35 atras y 245/35 adelante, llantas aro 19, se entrega con juego de llantas originales también aro 16 con sus respectivos neumáticos.",['al dia'],https://web.facebook.com/marketplace/item/431380852627595/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW series 3,2012,BMW,series 3,9500000,,automatic,1000,Calera,"Excelente estado, sin detalles, con todas sus mantenciones al día. Sin partes ni multas, transferible. Permuto por camioneta.",['al dia'],https://web.facebook.com/marketplace/item/722991160018816/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 BMW 328xi,2007,BMW,328xi,9300000,,automatic,160000,Ovalle,Se vende o permuta por algo interesante auto impecable motor 3.0 aspirado sin ningún detalle MUI lujoso el más full solo vendo por renovación sin apuro solo gente seria puedo dar a favor o recibir dependiendo,[],https://web.facebook.com/marketplace/item/3827418520823124/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1993 BMW series 5,1993,BMW,series 5,4500000,,automatic,240000,Calera de Tango,"Vendo por no uso, automóvil BMW serie 530I,motor V8 3.0,año 1993. Automóvil muy bien cuidado. Su precio $4.500.000 . Lo vendo para termino construcción. El auto está a toda prueba. Solo reales interesados",[],https://web.facebook.com/marketplace/item/274721975672241/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 BMW series 5,2005,BMW,series 5,7500000,,automatic,185000,Las Condes,Interior impecable. Pequeños detalles de pintura.,['detalles menores'],https://web.facebook.com/marketplace/item/275794652278997/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW i3,2012,BMW,i3,7950000,,automatic,97000,La Florida,"Vendo o permuto x otro auto q me sirva para trabajar en aplicaciones,,auto en perfecto estado",[],https://web.facebook.com/marketplace/item/1145513020151004/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW series 3,2010,BMW,series 3,7000000,,automatic,203000,Santiago,"Vendo BMW 325 Ia, motor y caja en perfecto estado, pequeños extras visuales (espejos M, aleron cola de pato, rejillas M, intermitentes secuenciales), interior en muy buen estado. El auto esta con sellado ceramico, y se entrega con detailing de interior hecho. Precio poco conversable",['conversable'],https://web.facebook.com/marketplace/item/1754623525061268/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 BMW series 3,2008,BMW,series 3,8650000,,automatic,7000,Chépica,Vendo Bmw 325i 2008 en excelente estado - Asientos de cuero - climatizador - a/c - velocidad crucero - sunroof • AL DÍA Y TRANSFERENCIA INMEDIATA SOLO VENTA!,['al dia'],https://web.facebook.com/marketplace/item/7308668452548333/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 BMW i3,2009,BMW,i3,8500000,,automatic,144000,Buin,"Hola el auto está semi nuevo no se uso casi nada , tiene todo al día , trasferible No tiene niun detalle está semi nuevo",['al dia'],https://web.facebook.com/marketplace/item/1396660447660189/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 BMW 316ia,2008,BMW,316ia,9280000,,automatic,140000,Vitacura,"BMW 316 AT, MUY BUEN ESTADO, 3 DUEÑO, RESIVO OFERTA
WA.ME/[hidden information]",[],https://web.facebook.com/marketplace/item/863053818870015/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW x3 xdrive 3.0 diésel impeke,2010,BMW,x3 xdrive 3.0 diésel impeke,8400000,,automatic,204000,Santiago,BMW X3 diesel versión 3.0 diésel Xdrive *Asientos de cuero impecables con regulación eléctrica y memoria. *Sunroof operativo y funcionando a perfección. *Neumáticos Goodyear Assurance con menos de 10 mil kms. *Incluye arrastre (no incluye brazo & coco) *Sin choques *Sin multas *Mantenimiento al día *Llegar y transferir,['al dia'],https://web.facebook.com/marketplace/item/1092118485371396/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1992 BMW m50b25,1992,BMW,m50b25,1200000,,automatic,200000,Valparaíso,Vendo motor m50b25 de bmw se saco por swp tengo videos del motor funcionando esta llegar y montar,[],https://web.facebook.com/marketplace/item/2473239882882867/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 BMW series 3,2009,BMW,series 3,8000000,,automatic,125000,Chimbarongo,"❗️SE VENDE O SE PERMUTA❗️ BMW 318i 2009 2.0 Vehículo de uso diario❗️ Bien cuidado, con detalles de pintura❗️ Neumáticos nuevos❗️ Al dia y trabsferible❗️ ❗️Consultas al DM❗️","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/323347107416942/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW x1,2010,BMW,x1,8200000,,automatic,113000,Lampa,"Full Equipo, Asientos De Cuero, Techo Panoramico, 113.000 km, Solo Detalles De Pintura Por El Año, Impecable",['detalles menores'],https://web.facebook.com/marketplace/item/766998238827743/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW series 3,2011,BMW,series 3,9500000,,automatic,174000,Talagante,💢OFERTA IMPERDIBLE👇💢 💥 BMW 320I AÑO 2011💥 -SUNROOF -ASIENTOS ELECTRICOS -AIRE ACONDICIONADO -BUTACAS DE CUERO -FULL EQUIPO -PAPELES AL DIA -174MIL KILÓMETROS -TRANSFERIBLE -SIN PARTES NI MULTAS -SIN DETALLES PRECIO : $9.500.000 💥EL PRECIO ES CONVERSABLE💥 ➕5️⃣6️⃣9️⃣2️⃣6️⃣8️⃣8️⃣9️⃣3️⃣5️⃣0️⃣ ➕5️⃣6️⃣9️⃣4️⃣4️⃣3️⃣3️⃣2️⃣0️⃣3️⃣4️⃣,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/444537451301265/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW x1,2012,BMW,x1,9990000,,automatic,75000,San Miguel,"Al valor publicado solo hay que agregarle el costo de transferencia 🚘

Somos automotora olx autos🚘",[],https://web.facebook.com/marketplace/item/1171747633846760/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 BMW 520d **permuto**,2017,BMW,520d **permuto**,9000000,,automatic,103000,Quillón,"VENTA O PERMUTA bmw 520 diesel LCI chocado año 2016 motor andando , interior de cuero ,llantas 18 , esta tal cual las fotos Documentos a mi nombre transferibles (con multas) con la nueva ley se cancela solo el 20% del total de las multas","['chocado', 'multas']",https://web.facebook.com/marketplace/item/1570330003781368/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW series 3,2011,BMW,series 3,9500000,,automatic,201000,Melipilla,"Excelente auto, vendo por renovacion, precio conversable.",['conversable'],https://web.facebook.com/marketplace/item/1827497724382910/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 BMW x5,2009,BMW,x5,10000000,,automatic,270000,Santiago,No description,[],https://web.facebook.com/marketplace/item/7262055653888967/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW 325ia,2011,BMW,325ia,9500000,,automatic,116000,Nancagua,"Bmw 325IA Full E. - Año 2011 Se Vende 9.500.000 (valor conversable reales interesados!), O Permuto por SUV de 6 - 7M aprox y saldo negociable! Vehículo en muy buen estado y mantenciones al día, permiso de circulación hasta 2025, modelo full, 6 Airbag, aire acondicionado, tracción trasera, Motor Aspirado 6 cilindros en línea con 218 CV 270 NM de torque, 2 llaves originales, asientos en cuero eléctricos, tapiz impecable, volante deportivo con Paddle shift (cambios al volante), velocidad crucero, 6 velocidades, velocidad máxima 250 k/h, 3 modos de conducción: eficiente, sport y manual, Pantalla Multimedia con asistente de Google GPS conectable a audio,incluyendo Android AppStore, techo con sunroof completamente funcional, llantas aro 17 con Neumáticos runflat 225/45/R17 al 75%, repuestos genuinos, 116.000 km. Se vende solo por cambio de segmento a SUV! Por tema familiar. Consulte!!! Valor conversable reales interesados! [hidden information].","['conversable', 'al dia', 'repuestos']",https://web.facebook.com/marketplace/item/419695397184462/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW 316 i,2012,BMW,316 i,9980000,,automatic,170000,Rancagua,"BMW, Recibo vehículo, valor de toma $ 9.500.000, créditos, BMW 316 motor 1.6, full equipo, sensores de retroceso, velocidad crucero, buen estado, recibo vehículo, créditos, documentación al día, Av Cachapoal 1235 Rancagua, [hidden information]",['al dia'],https://web.facebook.com/marketplace/item/2060760757632339/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW series 3,2012,BMW,series 3,9790000,,automatic,127000,Santiago,"Mi BMW 325i 2012 245hp todo al 127mil km
Sin deudas
Sin prenda
Todo al. Día pagado y Mantenciones",[],https://web.facebook.com/marketplace/item/772886731432142/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW series 3,2011,BMW,series 3,9000000,,automatic,105000,Llay Llay,Se vende BMW 316i 1.6 automático año 2011 con todo su documentación al día y transferible fono:[hidden information],['al dia'],https://web.facebook.com/marketplace/item/966781621533070/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 BMW 320i sport lci,2018,BMW,320i sport lci,9500000,,automatic,88000,La Serena,"BMW 320i LCI 2.0 🇩🇪 VERSIÓN: SPORT LCI VALOR: $20.990.000 PIE: $6.300.000 (30%) ☑️88.000 KMS ☑️TRANSMISIOM AUTOMÁTICA ☑️MOTOR 2.0 ☑️AÑO 2018 ☑️MODO DE MANEJO (SPORT, ECOPRO) ☑️SENSORES DE RETROCESO ☑️CÁMARA DE RETROCESO ☑️STAR STOP ☑️MANTENCIONES AL DÍA ☑️CLIMATIZADOR ☑️SUNROOF ☑️ASIENTOS DE CUERO DATO: ESTE TIPO DE BMW 320i SPORT LCI ES MUY BUSCADO YA QUE HAY MUY POCOS DE ESTA VERSIÓN 👏🏻 CRÉDITO EXPRESS 40%: $8.400.000 🗣️CRÉDITO EXPRESS SIN ACREDITAR RENTA PIE DESDE EL 40% DEL VALOR DEL VEHÍCULO CONDICIÓN: ESTAR BANCARIZADO EN ALGÚN BANCO O TENER ALGÚN PATRIMONIO A SU NOMBRE 🆗 GESTIONAMOS FINANCIAMIENTOS -FALABELLA -TANNER -AUTOFACIL -SANTANDER -UNIDAD -FORUM 🆗RECIBIMOS AUTOS EN PARTE DE PAGO 🆗VEHICULO CON GARANTÍA MOTOR/TREN DELANTERO/ TREN TRASERO 🆗GESTIONAMOS SEGURO AUTOMOTRIZ **MÜNCHEN AUTOMOTRIZ** 📍AV BALMACEDA 4601","['al dia', 'parte']",https://web.facebook.com/marketplace/item/927455562417778/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 BMW series 1,2013,BMW,series 1,9990000,,automatic,135000,La Florida,"Vehículo en muy buenas condiciones
Transferible y al día
NO SE PERMUTA!",['al dia'],https://web.facebook.com/marketplace/item/943793760722743/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW x1,2011,BMW,x1,9900000,,automatic,150000,Rancagua,"BMW x1 , año 2011 , botón de encendido, 150.000 kilómetros, caja automática , totalmente al día, transferencia inmediata, hablar solo reales interesados",['al dia'],https://web.facebook.com/marketplace/item/737929401474062/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023 BMW series 2,2023,BMW,series 2,4000000,,automatic,20000,Renca,"Disponible para desarme BMW 220 1 coupe motor y caja en buen estado, frontal capot y airbag en mal estado todo lo demás en buen estado",['desarme'],https://web.facebook.com/marketplace/item/777893400579986/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 BMW 318i sport,2018,BMW,318i sport,6800000,,automatic,82000,La Serena,"BMW 318l AT, SPORT LINE. 2018. ❌Valor $16.990.000. ✅82.000.-km. ✅Motor 1500CC. 17.5 km/Itr. (combinado). ✅bencina TURBO 3 cilindros con 136 HP. ✅Aceleración de 0 a 100. 8.4 seg. ✅Transmisión AUTOMATICA. ✅Velocidad crucero. ✅TFT de 6,5"", de alta resolución. ✅Radio Car Play, conexión inalámbrica. ✅Bluetooth. ✅Cámara de retroceso. ✅Sensores de retroceso. ✅Sistema start/stop. ✅Sistema de sonido9 BMW 6 parlantes (100 wat de potencia). ✅Sistema de navegación y control por voz. (hey BMW). ✅Iluminación ambiental de 6 colores. ✅Controlador DYNAMIC SELECT (3 programas de conducción). ✅Faros LED High Performance. ✅Climatizador. ✅Función de secado de frenos ✅8 air bag. ✅Frenos ABS + EBD. ✅2 ISOFIX. ✅Neblineros led. ✅Llantas 18"" 👉Financiable desde $5,500,000 👉Pie para NO acreditar renta (40%)$6,800,000 ☑️ Se reciben vehículos y motocicletas en parte de pago desde año 2014 ☑️ Gestionamos financiamiento (Santander, UnidadAutomotriz, Falabella, Autofidem, Autofin)",['parte'],https://web.facebook.com/marketplace/item/1424521464853196/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 BMW e46 318i,2001,BMW,e46 318i,3300000,,automatic,280000,Antuco,"BMW E46 al día y transferible con sus permisos pagados velocidad crucero, automático, 1.9 para mas detalles hablar interno reales interesados.",['al dia'],https://web.facebook.com/marketplace/item/663993709112614/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 BMW series 3,2002,BMW,series 3,6500000,,automatic,167000,La Florida,"En perfecto estado, asientos de cuero, full equipo, cierre centralizado, radio con Bluetooth. Detalles. Sunroof no abre. Documentos al día hasta el 31 de marzo 2024. Valor conversable. Hablar reales interesados.","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1099815781262565/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 BMW series 3,2006,BMW,series 3,5800000,,automatic,180000,Santiago,Bmw 320IA Full asientos de cuero Año 2006 Buen estado Algunos detalles por el año nada grave Al día Llegar y transferir Precio $5.800.000,['al dia'],https://web.facebook.com/marketplace/item/1110810803494343/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 BMW series 3,2005,BMW,series 3,6100000,,automatic,240000,Talca,"BMW 320i 2.0 
Venta o alguna permuta 
Detalles al dm",[],https://web.facebook.com/marketplace/item/1832389077226582/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 BMW mercedes benz c - 240 class,2001,BMW,mercedes benz c - 240 class,6000000,,automatic,200000,Santiago,"Documentacion al dia
Transferible
Sin multas ni parte","['al dia', 'parte']",https://web.facebook.com/marketplace/item/1324421898231141/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 BMW x3,2013,BMW,x3,1000000,,automatic,100000,Santiago,EN DESARME ! UBICADOS EN AV 10 DE JULIO 1064 LOS MEJORES REPUESTOS PARA ALTA GAMA ESCRIBEME O LLAMAME [hidden information],"['desarme', 'repuestos']",https://web.facebook.com/marketplace/item/428104796323559/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 BMW c 650 gt,2014,BMW,c 650 gt,4900000,,automatic,20000,La Florida,"Scooter BMW en excelente estado, año 2014, 650 cc, uso ocasional para paseos durante fines de semana, muy bien mantenida, neumáticos nuevos (menos de 200 km de uso), incluye caja porta equipaje original BMW (precio referencia $500.000), precio relativamente conversable, no se permuta.",['conversable'],https://web.facebook.com/marketplace/item/738508625056358/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 BMW mercedes benz 320 aut excelente estado!!!,2001,BMW,mercedes benz 320 aut excelente estado!!!,7200000,,automatic,209000,San Miguel,"Se vende Mercedes benz 320 AUT, en muy buen estado de conservación, todo funcionando. Mantención realizada hace poco en Kaufmann. Papeles al día",['al dia'],https://web.facebook.com/marketplace/item/3224819221161056/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 BMW 525i e39,2003,BMW,525i e39,5000000,,automatic,213000,Chanco,"Se vende por cambio a camioneta de trabajo, cambio de aceite hecho hace poco, toda prueba",[],https://web.facebook.com/marketplace/item/1740125339815876/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 BMW 320 ia 2.2,2004,BMW,320 ia 2.2,6850000,,automatic,235000,Santiago,Bmw 320 ia 2.2 2004 • Precio: 6.850.000 • Año: 2004 • Combustible: Bencina • Transmisión: Automático • Kilometraje: 235.000KM • Mantenciones al dia • Aire acondicionado • Asientos de cuero • 2 copias de llave • Cierre centralizado • Airbag • pantalla • sunroof,['al dia'],https://web.facebook.com/marketplace/item/1437881583476048/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 BMW series 3,2007,BMW,series 3,6200000,,automatic,180000,Mostazal,Vendo BMW 318i solo por apuro económico está en buenas condición sus papeles al día valor conservable,['al dia'],https://web.facebook.com/marketplace/item/1375450899794076/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 BMW 525ia,2008,BMW,525ia,8450000,,automatic,264000,Cerrillos,Bmw 525 IA Año 2008 Motor 2.5cc Automatico. Bencinero 264.000km Mantencion al dia Airbags Llantas Alamar y cierre centralizado. Vidrios y espejos electricos. Sensores de retroceso malos. Encendido electronico. Asientos de cuero Aire acondicionado con climatizador bizona. Techo electrico de vidrio. Permiso de circulacion Marzo 2025 Revision Tecnica y Gases Julio 2024. SOAP Marzo 2025. Valor $8.450.000 (transferencia incluida) Puedes verlo y probarlo en americo vespucio sur 2500 cerrillos. Consultas [hidden information],['al dia'],https://web.facebook.com/marketplace/item/718356703785362/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 BMW e 420 i,2005,BMW,e 420 i,5500000,,automatic,100000,Chillán,Muy buen estado papeles al día transferible a mi nombre Detalles pocos por el año Se vende por no uso recibo ofertas [hidden information],['al dia'],https://web.facebook.com/marketplace/item/757436769694604/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW a-drive 18i cb,2012,BMW,a-drive 18i cb,9900000,,automatic,75000,Cerrillos,"Excelente estado, recibimos tu auto en parte de pago",['parte'],https://web.facebook.com/marketplace/item/1137562164258962/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 BMW 330  cuero excelente estado,2007,BMW,330 cuero excelente estado,7380000,,automatic,120000,Santiago,Excelente  estado 330i [hidden information],[],https://web.facebook.com/marketplace/item/1507707139776147/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW series 3,2012,BMW,series 3,9500000,,automatic,1000,Calera,"BMW 325i excelente estado, con todas sus mantenciones al día, sin detalles. Full aire acondicionado Sin partes ni multas, transferible Conversable… Se permuta por camioneta","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/687964303323893/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 BMW series 3,2009,BMW,series 3,8500000,,automatic,82000,Ovalle,"Vehículo en perfectas condiciones km reales, valor conversable.",['conversable'],https://web.facebook.com/marketplace/item/370936259232367/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 BMW 525 e60,2005,BMW,525 e60,8500000,,automatic,230000,Los Andes,Vendo o permuto nada en mente Bmw 525i e60 Llantas 18 Interior de cuero Bluetooth parrot Cámara de retroceso Luces led Polarizado americano Láminas de seguridad Sunroof Andando a toda prueba Transferible y sus papeles al día Apertura de maletero a distancia Alarma y cierre centralizado,['al dia'],https://web.facebook.com/marketplace/item/1017984583030270/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW series 5,2010,BMW,series 5,9400000,,automatic,157000,Requínoa,"Auto de uso diario, excelente estado, tratado con extremo cuidado . Full, climatizador bi zona, asientos electrónicos con memoria, apoya cabezas eléctricos ,caja y motor en excelente estado, mantenciones al día. Rinde 11,5 km por litro. 272 hp , todo original, radio Harman Kardon , espectacular sonido, solo 157.000 km , papeles al día , computador a bordo . SOLO VENTA.",['al dia'],https://web.facebook.com/marketplace/item/1153801375983423/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 BMW 330 ia,2007,BMW,330 ia,8500000,,automatic,118000,Concepción,"Vendo Auto por traslado al extranjero Es un auto increíble Soy la 4ta dueña, (me lo vendió un muy amigo, él conocía a los otros dos) Tiene hartos detalles de pintura (la original) No está chocado, el metal impecable Mecánicamente impecable Dos llaves No negocio el precio, 🙏 sólo interesados al valor del anuncio Podría permutar sólo por un subaru Forester/Outback automático, NO por otro.","['detalles menores', 'chocado']",https://web.facebook.com/marketplace/item/775816314516295/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 BMW 523 ia,1999,BMW,523 ia,8500000,,automatic,189000,Quilpué,Se vende por poco uso esta impecable a toda prueba como nuevo,[],https://web.facebook.com/marketplace/item/337736109252834/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 BMW series 3,2006,BMW,series 3,8550000,,automatic,9000,Talca,"BMW 325i top línea Asientos de cuero Control de estabilidad Sensor de presión en las 4 ruedas Tracción trasera Escotilla Aire acondicionado Uso diario al día hasta 2025 Lip traseros y a los costados Motor 3.0 Espejos eléctricos Pastillas traseras y delanteras nuevas Pintura en buenas condiciones Todo funcionando A toda prueba conversable,se puede recibir vehículo en parte de pago","['conversable', 'al dia', 'parte']",https://web.facebook.com/marketplace/item/1928695624215907/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW series 3,2012,BMW,series 3,7950000,,automatic,174000,La Cisterna,"*Real oportunidad , mejor precio de mercado , por termino de giro* OFERTA SOLO CONTADO Bmw 318i Motor 2.0cc Caja automática Full cuero Mandos al volante Full equipo 2 dueños. Mantenciones en consecionario Dumay.",[],https://web.facebook.com/marketplace/item/374245792113207/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW series 5,2010,BMW,series 5,7990000,,automatic,212000,Puente Alto,Full equipo Sensor delantero y trasero Llantas Aire acondicionado Alzavidrios Centralizado Todo al día Estamos ubicado 📍 avenida Camilo Henríquez 1526 puente alto De lunes a sábado de 10 a 19hrs,['al dia'],https://web.facebook.com/marketplace/item/383234431316671/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 BMW c650 gt,2014,BMW,c650 gt,4900000,,automatic,24000,Santiago,"BMW C650 GT en buen estado general, todos sus accesorios 100% funcionales, documentación al día, mantenciones al día en taller multimarca especializado, cuarto dueño. -Parabrisas eléctrico regulable en altura -Asiento piloto y co-piloto calefaccionados -Calienta puños -Frenos ABS -Sensor de presión en neumáticos -Guantera y topcase con cierre desde la misma llave -Excelente espacio bajo asiento Aceptamos vehículos en parte pago y uso de tarjetas. Búscanos en Instagram: autostorecl","['al dia', 'parte']",https://web.facebook.com/marketplace/item/428753466283418/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW series 3,2011,BMW,series 3,4900000,,automatic,194000,Chillán,Se vende BMW 318i - caja automática de 6 velocidades - modo sport y manual - pastillas delanteras recién cambiadas - neumáticos casi nuevos - Bluetooth para llamadas - controles al volante - climatizador bizona - revisión técnica recién sacada Cualquier consulta por interno o al 9️⃣8️⃣1️⃣6️⃣3️⃣5️⃣6️⃣8️⃣,[],https://web.facebook.com/marketplace/item/923739395966181/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 BMW 528 i,2011,BMW,528 i,8800000,,automatic,194000,Santiago,No description,[],https://web.facebook.com/marketplace/item/1389805318362461/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 BMW series 5,2007,BMW,series 5,8500000,,automatic,173000,Vitacura,BMW 550I 🇩🇪 V8/4.8/367hp AT Steptronic 6 velocidades. Único dueño. Mantenciones/ Un solo dueño🔥 Año 2007. 173.000 km!! ✔Climatizador Bi Zona ✔6 AirBag's ✔Discos ventilados. ✔Mandos multifunción en volante. ✔Brake asisst ABS/DSC/CBS/ASC. ✔Volante cuero deportivo. ✔Tapiz Cuero Dakota. ✔Asientos electricos con memoria. ✔Computador a bordo. ✔SunRoof. Precio $ 9.300.000 🚘 Tomamos tu auto. 💰 Gestión créditos. 💳 Pago con tarjetas. 🗓 Visitas Lunes a Sábado. ☎️ [hidden information],[],https://web.facebook.com/marketplace/item/931662621923490/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 BMW series 5,2010,BMW,series 5,8000000,,automatic,136000,Talca,"Bmw 525i e60 2010, 136.000 km con todas sus mantenciones hechas. 2.5 6 en línea. Full equipamiento, sunroof, luces altas automáticas, limpiaparabrisas automáticos, asientos de cuero eléctricos con memoria, climatizador de 2 zonas, sensores de estacionamiento delanteros y traseros, neblineros delanteros y traseros, audio de alta fidelidad, etc. Bien conservado, detalles estéticos menores (no tiene choques) Talca.","['detalles menores', 'choques']",https://web.facebook.com/marketplace/item/1132268701468150/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 BMW b200 turbo,2008,BMW,b200 turbo,8500000,,automatic,179000,Santiago,"Hola liquido mi Mercedes Benz
solo por espacio, algo conversable, se aceptan ofertas concretas",['conversable'],https://web.facebook.com/marketplace/item/3745214195798338/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 BMW deportivo,2016,BMW,deportivo,9800000,,automatic,160000,Melipilla,Se vende bmw i120 deportivo detalles estéticos acepto ofertas detalles de luz de foco más información al dm,['detalles menores'],https://web.facebook.com/marketplace/item/7511351532258174/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW series 5,2012,BMW,series 5,8490000,,automatic,156000,Puente Alto,"Vendo bmw 523i año 2012 156300 km Soy el tercer dueño Documentación al día A/C operativo Vehículo muy elegante, trae varios chiches como puertas y maleta eléctrica Full led",['al dia'],https://web.facebook.com/marketplace/item/1086042922538373/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 BMW series 3,2012,BMW,series 3,7990000,,automatic,138000,La Granja,"🚘🏎///EN SGR AUTOS///🚗🏎🛻 🏎COMPRA,VENDE O RENUEVA TU AUTO. CRÉDITOS,OFERTAS Y MÁS🏎 Cotiza tu auto con crédito o al contado. Deja tu vehículo en parte de pago. Contamos con 6 financieras. Créditos para : trabajadores dependientes e independientes. Háblame para evaluar Emerson yañez SGR AUTOS [hidden information]",['parte'],https://web.facebook.com/marketplace/item/285488944523320/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1990 BMW series 5,1990,BMW,series 5,7600000,,automatic,20000,Quillota,Vendo bmw 525i full asientos de cuero velocidad crucero alza vidrios eléctricos le funciona todo un clásico no Tranferible atrasado,['atrasado'],https://web.facebook.com/marketplace/item/1121397465657961/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 BMW series 3,2009,BMW,series 3,10000000,,automatic,130000,Mulchén,"VENDO bmw 320i 2009, e90, Impecable, 130000 km, automático caja triptonic, cuero, sunroof. Recién se cambió polea tensor, tensor, axiales terminales bieletas y amortiguadores delantero, full mantenimiento al tren delantero. Neumaticos nuevos. Ac recién cargado. Corta corriente incorporado. Acepto ofertas. Revisión técnica hasta noviembre 2024 Consultas o más fotos al inbox. Cel [hidden information]",[],https://web.facebook.com/marketplace/item/805461021438282/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1996 BMW 740 e38,1996,BMW,740 e38,7500000,,automatic,230000,Llay Llay,"Vendo mi joya por cambio de proyecto. el precio no es conversable. En perfecto estado, de uso diario. Es el top de línea de la marca. asientos eléctricos con 3 memorias. volante, cabecera y espejos también electrico.",['conversable'],https://web.facebook.com/marketplace/item/1123881635462312/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
