Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2018 Chevrolet cobalt,2018,Chevrolet,cobalt,9000000,,automatic,110000,La Cruz,"Se vende solo por renovación Chevrolet cobalt full equipo única dueña, dos llaves mantenimiento al día siempre en concesionario, 110.000km, motor 1.8 económico, documentación al día 100% transferible Precio CONVERSABLE Dudas, consultas, imágenes a mi número se responde a la brevedad [hidden information]","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1081974376187213/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Chevrolet captiva,2012,Chevrolet,captiva,8000000,,automatic,130000,San Bernardo,"Vendo Captiva 2.2 awd turbo diesel top de linea. Asientos de cuero, sunroof, automatica, llantas aro 18. La vendo por no uso. 8.000.000",[],https://web.facebook.com/marketplace/item/788899216480462/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Chevrolet captiva,2009,Chevrolet,captiva,7500000,,automatic,103000,Rancagua,"Chevrolet captiva 2.0 diesel Modelo xtreme ltz Asientos de cuero, calienta asientos, cierre centralizado, alzavidrios electrico en las cuatro puertas. Control de descenso, antiderrape, tracción en nieve. Espejos eléctricos y abatibles. Neumáticos prácticamente nuevos, batería nueva, alternador nuevo, mazas delanteras nuevas. Interior espacioso y comodo. Suave andar, capacidad para 7 pasajeros. Climatizador automatico. Asiento de conductor con regulación eléctrica. Caja secuencial de 5 velocidades.",[],https://web.facebook.com/marketplace/item/1604976400272336/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet cruze,2013,Chevrolet,cruze,5680000,,automatic,57000,Macul,"Aire acondicionado
Suroof
Motor 1.6",[],https://web.facebook.com/marketplace/item/779102634164129/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Chevrolet trailblazer,2008,Chevrolet,trailblazer,7100000,,automatic,205000,Estación Central,NEGOCIABLE!!!! Trailblazer motor V8 5.3cc 4x4 seleccionable Versión full LTZ Aire acondicionado bi-zona Cierre centralizado DVD de fábrica con control Conexión RCA/AV aux Radio con CD Calefactor de asientos delantero Asientos electrónicos 3 memorias Detalles estéticos visibles en las fotos Precio conversable,"['conversable', 'detalles menores']",https://web.facebook.com/marketplace/item/378389455060071/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Chevrolet captiva ltz 2.0 diésel,2009,Chevrolet,captiva ltz 2.0 diésel,6500000,,automatic,190000,San Bernardo,Vendo Captiva ltz 2.0 diésel en buen estado sin partes ni multas valor conversable,['conversable'],https://web.facebook.com/marketplace/item/2249593835385005/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet opel insignia opc unltd,2014,Chevrolet,opel insignia opc unltd,8990000,,automatic,144000,Santiago,"Opel modelo Insignia OPC, 2.8, transmisión automática, 144.965. Km., gasolina, año 2014. Financiamiento. Si quieres saber más sobre este vehículo, contáctanos a través de WhatsApp, o envíanos un mensaje directo a través de nuestra página @GTAutosChile o Marketplace.",[],https://web.facebook.com/marketplace/item/1460136414588856/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet cruze,2010,Chevrolet,cruze,4800000,,automatic,111000,Villa Alemana,Se vende Chevrolet cruze año 2010...1.8...111000 km... automático...cuenta con velocidad crucero... sonroof... airbags...radio con Bluetooth... asientos de ecocuero...comandos al volante...toda su documentación al día...sin partes ni multas... totalmente transferible...whatsapp [hidden information],['al dia'],https://web.facebook.com/marketplace/item/1286058732352681/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet cruze,2013,Chevrolet,cruze,5680000,,automatic,58000,Santiago,Chevrolet Cruze año 2013 Motor 1.6 gasolina Transmisión Automático Sunroof Neblineros Llantas Documentos al día Listo para transferir Opción de pago con tarjeta de crédito Sin interés Av. Departamental 4400 macul,['al dia'],https://web.facebook.com/marketplace/item/1475407149993864/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Chevrolet captiva,2015,Chevrolet,captiva,8100000,,automatic,137000,Pudahuel,"Chevrolet Captiva 2015 2.4 AWD AT 137.XXX KM Full equipo Motor bencinero 2.4cc Automática caja 6ta integral Asientos de cuero con calefacción (Piloto y copiloto) Sunroof Aire acondicionado Velocidad crucero Cambio de aceite/filtro de aceite Cambio de bujías Neumáticos nuevos en las 4 ruedas con su respectivo balanceo y alineación Al día transferible sin multas Conversable En muy buen estado, tiene detalles estéticos por exposición al sol pero todo le funciona en perfectas condiciones","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1783418248847707/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet n 300,2013,Chevrolet,n 300,2200000,,automatic,90000,Puente Alto,"Atrasado 4 años
F. [hidden information]",['atrasado'],https://web.facebook.com/marketplace/item/782317596807622/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Chevrolet tracker,2015,Chevrolet,tracker,7450000,,automatic,190000,Santiago,"Modelo Full, AWD, Papeles al Día, vendo por renovación.",['al dia'],https://web.facebook.com/marketplace/item/3721757431372780/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Chevrolet vectra,2005,Chevrolet,vectra,1000000,,automatic,300000,Santiago,"Detalle de culata 
Transferible 
Llevar en grúa 
Precio conversable",['conversable'],https://web.facebook.com/marketplace/item/2446301168876105/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Chevrolet aveo,2006,Chevrolet,aveo,4290000,,automatic,11000,Lo Espejo,"*CHEVROLET AVEO II LT* Año 2006 Motor 1.4 cc Color Blanco Galaxy Combustible Bencina Transmisión Automática Aire acondicionado Alza vidrios Precio $ 4.290.000 ""Puedes pagar con tus tarjetas de crédito o débito""",[],https://web.facebook.com/marketplace/item/421638283744150/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Chevrolet sonic,2015,Chevrolet,sonic,5200000,,automatic,137000,Rengo,"Se Vende Chevrolet sonic automatico , conversable",['conversable'],https://web.facebook.com/marketplace/item/266261953192024/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet orlando,2014,Chevrolet,orlando,7000000,,automatic,200000,Pudahuel,No description,[],https://web.facebook.com/marketplace/item/1544741239427286/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1995 Chevrolet blazer,1995,Chevrolet,blazer,2800000,,automatic,270000,Pudahuel,Por jente poco seria se buelve a publicar Camioneta 4x4 todo funcionado Luces Led Radio táctil Es para jente entendida es motor grande Solo interesados.,[],https://web.facebook.com/marketplace/item/810469420902220/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 Chevrolet astro van 4.3 ls,2002,Chevrolet,astro van 4.3 ls,4000000,,automatic,300000,Providencia,disponible buen estado de motor y caja detalles de pintura y tapiz.por uso papeles al dia disponible esta disponible,"['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1092416875317017/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1992 Chevrolet oldsmobile ciera 3.3,1992,Chevrolet,oldsmobile ciera 3.3,10000000,,automatic,150000,Santiago,Permuto auto restaurado.,[],https://web.facebook.com/marketplace/item/1075338733531809/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Chevrolet aveo,2011,Chevrolet,aveo,3650000,,automatic,271921,Quinta Normal,Vendo mi ahora pocos detalles Documentos al día Sin multas Pantalla Aveo gris Año 2011 el auto está impecable solo reales interesados,['al dia'],https://web.facebook.com/marketplace/item/739351508186332/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Chevrolet silverado,2001,Chevrolet,silverado,8000000,,automatic,268000,Quilicura,Hola Vendo Chevrolet Silverado z71 año 2001 Pickup minero 4x4 Aire acondicionado Airbag 268.XXX kms Operativa 100% Al día transferible. Precio $8.000.000 Ubicada en Santiago comuna Quilicura Solo reales interesados. Consultas al wsp+ [hidden information],['al dia'],https://web.facebook.com/marketplace/item/952653559303159/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet captiva,2014,Chevrolet,captiva,8500000,,automatic,120000,Maipú,"Hermosa Chevrolet Captiva 2014.Full equipo,tres corridas de asientos de cuero.Sin prenda.2 Permisos de circulación atrasados.Muy bien cuidada.120000 km.",['atrasados'],https://web.facebook.com/marketplace/item/7389412664430631/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 Chevrolet coraa evolucion,2002,Chevrolet,coraa evolucion,800000,,automatic,28000,San Ramón,Para desarme de vende,['desarme'],https://web.facebook.com/marketplace/item/858854615996854/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet cruze,2014,Chevrolet,cruze,6500000,,automatic,118000,Maipú,Se vende Chevrolet Cruze automático 2014 full equipo - encendido con botón - asiento de cuero -velocidad cruzero -sensor de retroceso - sunroof -neumaticos nuevos - frenos nuevos -cambio de correa de distribución -cambio de aceite -revision técnica hasta enero 2025 Solo se vende por enfermedad Valor 6.500.000 conversable,['conversable'],https://web.facebook.com/marketplace/item/673045254854597/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet captiva,2014,Chevrolet,captiva,9600000,,automatic,150000,La Florida,"Chevrolet Captiva Awd, motor 2.2 turbo diesel , 3 corridas de asientos (cuero) techo panoramico, transmision automatica, asientos calefaccionados, vehiculo familiar, amplio y comodo. Precio conversable, acepto ofertas serias.",['conversable'],https://web.facebook.com/marketplace/item/434264732313690/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Chevrolet sonic,2016,Chevrolet,sonic,6500000,,automatic,105000,Viña del Mar,Se vende chevrolet sonic hb motor 1.6 Unico dueño El auto cuenta con sunroof Transmisión automática Tiene 105.000 km Se entrega con permiso de circulación al día Precio $6.500.000 conversable,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/336034072240362/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Chevrolet equinox,2008,Chevrolet,equinox,7600000,,automatic,25000,Valparaíso,Auto cómodo y confiable para la familia. Maletero espacioso para llevar varias cosas. Precio conversable,['conversable'],https://web.facebook.com/marketplace/item/2365133130363004/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet tracker,2014,Chevrolet,tracker,5800000,,automatic,14000,Santiago,Camioneta automática se vende por apuro último precio transferible,[],https://web.facebook.com/marketplace/item/1320847869308142/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet orlando,2013,Chevrolet,orlando,7000000,,automatic,95000,Puente Alto,Camioneta Chevrolet Orlando 2013 2.4 bencina AT 95.000 kilometraje Aire acondicionado 3 corridas de asientos 2da dueña Papeles al día Ningún detalle mecánico Sin multas Detalles mínimos de pintura Enganche americano de 2 pulgadas CONVERSABLE,"['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/783270773348176/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Chevrolet zafira 7 asientos,2001,Chevrolet,zafira 7 asientos,2750000,,automatic,236000,Macul,"🚙Camioneta Familiar 7 Asientos Chevrolet Zafira 1.8 16v ✅Automatica ✅Bencinera ✅Al Día (2024) y Transferible ✅Sin multas ni deudas ✅Cuenta con todos sus accesorios originales (Malla y cubre maleta) ✅Detalle esteticos de pintura por los años ✅Tapiz en excelente estado ✅Tres corridas de asiento (2,3 y 2) ✅Radio Con control en Volante ✅Dirección Hidráulica ✅5 Llantas originales ✅Alza vidrios electrico ✅Cierre centralizado ✅Dos llaves originales ✅Manual de usuarios original Valor: 2.750.000 conversable!!","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/424443070236715/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet cruze,2010,Chevrolet,cruze,4400000,,automatic,95000,Santiago,"Oportunidad. Se vende crevrolet cruze full automático. Solo 95.000, al día y transferible. Precio 4.400.000",['al dia'],https://web.facebook.com/marketplace/item/289840027319272/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet colorado,2010,Chevrolet,colorado,7480000,,automatic,187000,Buin,Marca: Chevrolet Modelo: Colorado Año: 2010 187.000km Motor 2.9cc Automático ✅ Gasolina Full equipo✅ Airbag Frenos abs Neumáticos 90% vida útil Aire acondicionado🥶 Alzavidrios Espejos eléctricos✅ A toda prueba ✅ $7.480.000 ( Valor no incluye Transferencia) FINANCIAMIENTO AUTOMOTRIZ WhatsApp [hidden information],[],https://web.facebook.com/marketplace/item/1076837486860849/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Chevrolet corsa swing,2005,Chevrolet,corsa swing,3000000,,automatic,230000,La Cruz,"se vende Corsa swing 230x km ajustado, impeque es de mi tio soy de la cruz el precio es conversable",['conversable'],https://web.facebook.com/marketplace/item/1189042225415673/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Chevrolet vectra,2003,Chevrolet,vectra,1000000,,automatic,3000,Renca,Detalles estético se hizo distribución completa solo falta ponerlo apuntó pero ya no quiero repararlo dejo este proyecto,[],https://web.facebook.com/marketplace/item/861146852447742/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet orlando,2013,Chevrolet,orlando,7800000,,automatic,66000,Providencia,"Se vende Chevrolet Orlando 2013. El mejor de todos los que están publicados: Versión full equipo, bencinera, automático, con solo 66.000kms y única dueña. Todas sus mantenciones preventivas fueron realizadas en Chevrolet Inalco. Se puede ver en la comuna de Providencia previa coordinación. Valor levemente conversable.",['conversable'],https://web.facebook.com/marketplace/item/275677268809529/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Chevrolet aveo,2004,Chevrolet,aveo,2500000,,automatic,178000,San Fernando,Vendo aveo motor 1.4✔️ Automático ✔️ Papeles al día transferile ✔️ Permiso circulación hasta 2025 ✔️ Motor impecable ✔️ Caja impecable ✔️ Tren delantero recién hecho ✔️ Amortiguadores nuevos ✔️ Frenos recién chequeados ✔️ Matencion de filtros recien hechos ✔️ Full aire acondicionado ✔️🥶🥶 Neumáticos nuevos ✔️ (Detalles de pintura como se aprecia en la foto) Precio conversable ✍🏼✔️,"['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1458978721712045/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Chevrolet astro van,2004,Chevrolet,astro van,3690000,,automatic,247000,Santiago,"Chevrolet Astro Van 4.3 AT 2004 Características: Llaves: 2 Motor: 4.3 c.c. Año: 2004 Color: Gris Fragata Combustible: Bencinero Tracción: Automatico Kilometraje: 247.600 km Última Mantención: 244.000 km Próxima Mantención: 254.000 km Estado Mecánicamente: Bueno Documentación: Todo al día Equipamiento: Cierre centralizado, A/C, Radio original, 4 llantas, 2 Airbag, Sistema ABC, Espejos eléctricos, 3 Corrida de asiento, Entre otros... Reales interesados podemos coordinar una visita.",['al dia'],https://web.facebook.com/marketplace/item/416135050908973/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Chevrolet trailblazer,2006,Chevrolet,trailblazer,5000000,,automatic,0,Rancagua,"Motor 4.2, Neumaticos nuevos, kit de levante, espaciadores, sensores y bobinas nuevas, tracción funcionando, 3 corridas de asientos a toda prueba, papeles al día.",['al dia'],https://web.facebook.com/marketplace/item/932212698549933/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet sail,2014,Chevrolet,sail,3200000,,automatic,240000,Lo Espejo,"Se vende por apuro está con todos sus papeles al día ,pequeños detalles que se ven funcionando al 100 Se vende en 32000000 conversable Se retira en mi domicilio en lo espejo","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/830456528419497/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Chevrolet sonic,2015,Chevrolet,sonic,5500000,,automatic,112000,Independencia,"Se vende Chevrolet Sonic 2015 1.6 Automático Aire acondicionado, pantalla android, cámara de reversa, Bluetooth, cierre centralizado, alza vidrios eléctricos. Auto de uso diario. Detalles estéticos que no impiden el funcionamiento del vehículo. Conversable","['conversable', 'detalles menores']",https://web.facebook.com/marketplace/item/811133430836680/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Chevrolet uplander,2006,Chevrolet,uplander,3500000,,automatic,111000,Maipú,Camioneta SUV motor 3.5 rinde 11 .5 por litro más info al dm,[],https://web.facebook.com/marketplace/item/2269839373205823/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet equinox,2013,Chevrolet,equinox,7800000,,automatic,197000,La Florida,"Cierre centralizado Año : 2013 Km.197.xxx Alarma Motor 2.4 cc Autonomía ciudad 8..9.5 Carretera 15..16 Modos de conducción ECO - MiXTO Mando al volante Espejos eléctricos Velocidad crucero Llantas 17"" Botón SOS Asiento conductos eléctrico Frenos ABS Frenado disco en las 4 ruedas Neumaticos al 85% Bluetooth para llamadas! Amplio maletero Más detalles por interno 🔥 Jamás chocado! No multas ni prenda ! Al día transferible... Conversable ... 📍..,..","['conversable', 'al dia', 'chocado']",https://web.facebook.com/marketplace/item/1554382775354987/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Chevrolet captiva ltz,2007,Chevrolet,captiva ltz,5390000,,automatic,100000,Santiago,"POR VIAJE VENDO Chevrolet Captiva Versión LTZ Turbo Diesel 2.0 Full, Año 2007, Asientos de piel, Sun Roof, AC. Recibo mejor oferta. Interesa2, [hidden information]",[],https://web.facebook.com/marketplace/item/923848229341105/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet colorado 4x4,2013,Chevrolet,colorado 4x4,6900000,,automatic,200000,Talca,"Chevrolet colorado 4x4 2013 Full automática. buen estado! solo vendo por cambio de proyecto, se encuentra bien conservada.",[],https://web.facebook.com/marketplace/item/1572210476910799/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet spark,2013,Chevrolet,spark,2000000,,automatic,16090,La Serena,Auto en prenda así lo compre y así lo vendo por favor nd de preguntadera escribir lo q realmente estén interesado y sepan del tema,[],https://web.facebook.com/marketplace/item/1783230655512327/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Chevrolet Colorado buen estado recibo moto o auto menos valor,2009,Chevrolet,Colorado buen estado recibo moto o auto menos valor,5700000,,automatic,196000,La Florida,Está en buen estado al día sin partes se recibe auto o moto en parte de pago,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/1141111207064109/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Chevrolet captiva,2007,Chevrolet,captiva,5500000,,automatic,96000,Quilpué,De uso diario Todos sus papeles al día Transferencia inmediata Precio conversable,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1575998009973640/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet optra,2010,Chevrolet,optra,4890000,,automatic,115000,Buin,No description,[],https://web.facebook.com/marketplace/item/783547750384119/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Chevrolet corsa,2001,Chevrolet,corsa,1900000,,automatic,357198,Papudo,Corsa station wagon año 2001motor 1.6 buenas condiciones.detalles de uso por el año papeles al día transferible,['al dia'],https://web.facebook.com/marketplace/item/959458818870214/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Chevrolet astroband,2004,Chevrolet,astroband,4100000,,automatic,200000,Coltauco,"Vendo mi band, al día transferible sin partes ni multas, con documentación hasta el 2025, ningun a detalle a toda prueba Llamar al [hidden information] Se puede ver solo el fin de semana Vehículo de uso diario. Motor 4.3 bencinero",['al dia'],https://web.facebook.com/marketplace/item/930188262132396/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Chevrolet montana,2009,Chevrolet,montana,3700000,,automatic,260000,La Pintana,"Camioneta andando al 100
Sin problemas  Tranferible
Se vende tal como seve 👍",[],https://web.facebook.com/marketplace/item/1122192692240552/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Chevrolet colorado,2012,Chevrolet,colorado,6250000,,automatic,191000,La Cisterna,en venta exelente chevrolet colorado motor 2.9 bencina muy buen andar cómoda camioneta documentación al día sin multas interesados al 9️⃣9️⃣2️⃣3️⃣1️⃣6️⃣8️⃣8️⃣9️⃣,['al dia'],https://web.facebook.com/marketplace/item/1060925134963115/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Chevrolet captiva,2007,Chevrolet,captiva,6300000,,automatic,88000,Coltauco,"Captiva 2.0 88.000 km Automático 4x4 Diésel 3 corridas de asiento Papeles al día y transferible inmediatamente Detalles de pintura $6.300.000 conversable Incluye GPS Muy buen auto! Lo vendo por renovación, interesados llamar al [hidden information]","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/920904269673900/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Chevrolet aveo,2012,Chevrolet,aveo,3600000,,automatic,14000,Viña del Mar,Tiene detalles estéticos,['detalles menores'],https://web.facebook.com/marketplace/item/843847747508187/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet spark,2014,Chevrolet,spark,2700000,,automatic,98149,Santiago,"VENDO MI AUTO A 2.700.000 ACEPTO OFERTAS!! LO VENDO YA QUE NO LO OCUPO El auto esta en impecables condiciones El único problema que tiene es que los papeles son del 2019, están atrasados. Fuera de eso el auto esta perfecto y no es gastador en temas de gasolina. CUALQUIER COSITA HABLAR O LLAMAR A CUALQUIERA DE ESTOS NUMEROS [hidden information] [hidden information] [hidden information] (PRECIO CONVERSABLE)","['conversable', 'atrasados']",https://web.facebook.com/marketplace/item/437485398754675/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Chevrolet traverse top de linea,2011,Chevrolet,traverse top de linea,7980000,,automatic,130000,Santiago,"Top de linea
En excelente estado
Transferible al día
Precio conversable","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/924432119349064/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet sony,2013,Chevrolet,sony,3500000,,automatic,12000,Chillán Viejo,"Vendo Chevrolet Sonic en temático equipo recibo vehículo de menor valor año 2013 precio 3,500,000 conversable hablar por WhatsApp o llamar[hidden information]",['conversable'],https://web.facebook.com/marketplace/item/315777811189452/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Chevrolet nkr,2005,Chevrolet,nkr,7500000,,automatic,0,Quilpué,"¡Camión Chevrolet NKR 2005 Diesel! Descripción detallada: Se vende camión Chevrolet NKR modelo 2005 con motor diesel, ideal para transporte de carga y trabajos pesados. Kilómetros: 300.000 (desgaste normal para la antigüedad). Características: • Motor diesel 4 cilindros, potente y confiable • Caja de cambios manual 5 velocidades • Capacidad de carga: 3.5 toneladas • Llantas en buen estado con vida útil • Frenos y suspensión revisados recientemente • Documentación al día, listo para traspaso Precio: $7.500.000 conversable (¡Excelente oportunidad!) Detalles: • Formas de pago: Efectivo, transferencia bancaria • Disponible para revisión mecánica No pierdas esta gran oportunidad de hacerte de un camión de trabajo a muy buen precio. ¡Llama ahora! Información de contacto: Santiago Arriagada [[hidden information]] [[hidden information]]","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/775584137838911/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet colorado lt 2.9,2010,Chevrolet,colorado lt 2.9,5990000,,automatic,193000,Santiago,"Chevrolet Colorado II 2.9 AUT Oportunidad. $5.990.000 🚗 Información ✅ Año 2010 ✅ Dueños: 1 ( En papel 2, fue el mismo conductor que paso de empresa a persona natural). ✅ Km: 193.753 ✅ Motor: 2.9 4 cilindros en línea ✅ Transmisión: Automática ✅ Gasolina ✅ Documentos al día 4x2 Excelente estado Mandos de Control al Volante Velocidad Crucero Modos de Conducción Conectividad Bluetooth Sensores de Retroceso Asistente de Estacionamiento Anclaje ISOFIX ¡Contáctanos ahora para obtener más información sobre esta Chevrolet Colorado II 2.9 AUT 2010 antes de que sea tarde!",['al dia'],https://web.facebook.com/marketplace/item/727390729566507/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1996 Chevrolet blazer,1996,Chevrolet,blazer,800000,,automatic,20000,Santiago,Para desarme llamar [hidden information],['desarme'],https://web.facebook.com/marketplace/item/1407367543317964/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet cruze,2010,Chevrolet,cruze,4250000,,automatic,110000,Chillán,"Vendo chevrolet cruze año 2010 full equipo, airbags, aire acondicionado, alza vidrios 4 puertas, cierre centralizado, alarma, etc. motor y caja impecable, permiso y seguro ok, 110xxx kilometros, precio conversable.",['conversable'],https://web.facebook.com/marketplace/item/447356300962806/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Chevrolet suburban,2012,Chevrolet,suburban,7000000,,automatic,144000,Villa Alemana,"Se vende Chevrolet Captiva 2012 motores 2.4, 7 pasajeros, solo con 144.000 klm recorrido. Impeque todo al día sin fugas, solo un detalle en las puertas del lado izquierdo, pero nada que involucre el funcionamiento. Se permuta por Hyundai Porte doble cabina o Kia Frontier. Nada más fuera de eso",['al dia'],https://web.facebook.com/marketplace/item/1441667700090767/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Chevrolet cruze,2011,Chevrolet,cruze,4600000,,automatic,176000,Rancagua,Llantas originales Automático A toda prueba Papeles al día Tercer dueño Valor conversable Contacto Amalia Guevara [hidden information] Eduardo Vargas [hidden information],"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/2057478947964416/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Chevrolet cruze,2011,Chevrolet,cruze,4400000,,automatic,133000,La Cisterna,"Se vende chevrolet cruze modelo full año 2011. Documentos al dia, muy cómodo y espacioso. Detalles estéticos por el año (parachoques trasero mal pintado), correa de distribución recién cambiada, mantenciones al día de motor, caja y aceite. Cierre centralizado, radio pantalla android, asientos de cuero en excelente estado, lamina de seguridad en todos sus vidrios (incluyendo parabrisas delantero y trasero), neumáticos 80% vida útil (uso menor a un año), aire acondicionado, velocidad crucero, direccion asistida, maleta de tamaño extra, cámara de retroceso con sensores, inmovilizador, 2 llaves Transferible sin multas ni deudas. Solo venta. Se puede ver en la comuna de la cisterna. Precio conversable.","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/296070043506260/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Chevrolet sail 1.4,2011,Chevrolet,sail 1.4,4200000,,automatic,79000,Santiago,"Chevrolet Sail año 2011. Especial para nueva Ley UBER. UNICO DUEÑO. En excelente estado, vendo solo por renovación, documentos al día, sin partes ni prenda, transferencia inmediata, alarma, cierre centralizado, alzavidrios eléctricos, neumáticos excelente estado, espejos eléctricos, mecánicamente impecable, airbag, POCO USO. Full enconómico ideal para uso diario, tiene tan solo 79.500 km, sin fugas ni pannes, sin multas ni deudas. Se le han hecho todas las mantenciones en el concesionario de la marca Kovacs-Chevrolet. Precio conversable Respondo cualquier duda o consulta al TELEFONO o por mensaje.","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/2165908540414641/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Chevrolet sail,2012,Chevrolet,sail,3200000,,automatic,273530,Sagrada Familia,En buen estado papeles al día tranferencia inmediata número de ±[hidden information],['al dia'],https://web.facebook.com/marketplace/item/1492456261368739/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
